Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Shipping Days,Customer Latitude,Customer Longitude,Factory,Factory Latitude,Factory Longitude,Distance KM,Efficiency (Sales/KM),Efficiency (Profit/KM),Order Month
8009,US-2024-147039-CHO-NUT-13000,2024-06-29,2029-12-25,Standard Class,147039,United States,Minneapolis,Minnesota,55407,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,2005,44.93484,-93.25263,Lot's O' Nuts,32.881893,-111.768036,2079.8897275330396,0.0033559471483514606,0.0023943577075630764,2024-06
387,US-2021-158064-CHO-MIL-31000,2021-04-21,2026-10-16,Standard Class,158064,United States,Los Angeles,California,90008,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,2004,34.01037,-118.3428,Wicked Choccy's,32.076176,-81.088371,3460.092241708828,0.00469640658827484,0.003049051661926127,2021-04
1397,US-2021-130729-CHO-MIL-31000,2021-10-24,2027-04-21,Standard Class,130729,United States,Rancho Cucamonga,California,91730,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,2005,34.10023,-117.5811,Wicked Choccy's,32.076176,-81.088371,3389.232358449838,0.0028767576161285798,0.0018676795600096317,2021-10
2117,US-2022-140921-CHO-TRI-54000,2022-02-03,2027-07-29,First Class,140921,United States,Omaha,Nebraska,68104,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,2002,41.29525,-96.00104,Wicked Choccy's,32.076176,-81.088371,1674.9217658333528,0.004477821085731963,0.002925509776011549,2022-02
2121,US-2022-140921-CHO-NUT-13000,2022-02-03,2027-07-29,First Class,140921,United States,Omaha,Nebraska,68104,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,2002,41.29525,-96.00104,Lot's O' Nuts,32.881893,-111.768036,1678.4104147584294,0.006238045181283583,0.004450639685213788,2022-02
2518,US-2022-109939-CHO-SCR-58000,2022-05-08,2027-11-02,Standard Class,109939,United States,Salem,Oregon,97301,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,2004,44.94948,-123.00439,Lot's O' Nuts,32.881893,-111.768036,1653.5058476374336,0.004354384358717281,0.0030238780268870007,2022-05
3660,US-2022-114503-CHO-NUT-13000,2022-11-13,2028-05-09,Standard Class,114503,United States,Lebanon,Tennessee,37087,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,2004,36.2733,-86.27224,Lot's O' Nuts,32.881893,-111.768036,2357.4678668604397,0.008882411630868534,0.006337308011708495,2022-11
5189,US-2023-126613-CHO-TRI-54000,2023-07-10,2029-01-05,Standard Class,126613,United States,Mesa,Arizona,85204,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,2006,33.39666,-111.78786,Wicked Choccy's,32.076176,-81.088371,2864.8120543407053,0.002617972787651515,0.0017104088879323232,2023-07
6266,US-2023-131065-CHO-NUT-13000,2023-11-14,2029-05-08,Second Class,131065,United States,Atlanta,Georgia,30318,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,2002,33.79235,-84.44831,Lot's O' Nuts,32.881893,-111.768036,2532.537896898939,0.0027561285493681747,0.0019664069019847434,2023-11
6269,US-2023-131065-CHO-SCR-58000,2023-11-14,2029-05-08,Second Class,131065,United States,Atlanta,Georgia,30318,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,2002,33.79235,-84.44831,Lot's O' Nuts,32.881893,-111.768036,2532.537896898939,0.001421498965290176,0.0009871520592292888,2023-11
6271,US-2023-131065-CHO-NUT-13000,2023-11-14,2029-05-08,Second Class,131065,United States,Atlanta,Georgia,30318,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,2002,33.79235,-84.44831,Lot's O' Nuts,32.881893,-111.768036,2532.537896898939,0.0027561285493681747,0.0019664069019847434,2023-11
8580,US-2024-169488-CHO-MIL-31000,2024-09-07,2030-03-02,First Class,169488,United States,Providence,Rhode Island,02908,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,2002,,,Wicked Choccy's,32.076176,-81.088371,,,,2024-09
8582,US-2024-169488-CHO-TRI-54000,2024-09-07,2030-03-02,First Class,169488,United States,Providence,Rhode Island,02908,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,2002,,,Wicked Choccy's,32.076176,-81.088371,,,,2024-09
9950,US-2024-100230-CHO-NUT-13000,2024-12-11,2030-06-07,Standard Class,100230,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,2004,40.79538,-73.92965,Lot's O' Nuts,32.881893,-111.768036,3451.5292873095764,0.001011145990512632,0.0007214193456666056,2024-12
9956,US-2024-100230-CHO-TRI-54000,2024-12-11,2030-06-07,Standard Class,100230,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,2004,40.79538,-73.92965,Wicked Choccy's,32.076176,-81.088371,1160.9652859746172,0.009690212219012003,0.006330938649754508,2024-12
9961,US-2024-100230-CHO-NUT-13000,2024-12-11,2030-06-07,Standard Class,100230,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,2004,40.79538,-73.92965,Lot's O' Nuts,32.881893,-111.768036,3451.5292873095764,0.002022291981025264,0.0014428386913332113,2024-12
430,US-2021-155271-CHO-TRI-54000,2021-05-04,2026-10-25,Same Day,155271,United States,Middletown,Connecticut,06457,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,2000,,,Wicked Choccy's,32.076176,-81.088371,,,,2021-05
5231,US-2023-121671-CHO-TRI-54000,2023-07-17,2029-01-11,Standard Class,121671,United States,Springfield,Missouri,65807,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,2005,37.166,-93.32483,Wicked Choccy's,32.076176,-81.088371,1253.1948385043934,0.008977055805166055,0.005865009792708488,2023-07
5232,US-2023-121671-CHO-SCR-58000,2023-07-17,2029-01-11,Standard Class,121671,United States,Springfield,Missouri,65807,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,2005,37.166,-93.32483,Lot's O' Nuts,32.881893,-111.768036,1742.4265507440664,0.0020660842194253157,0.0014347807079342471,2023-07
5233,US-2023-121671-CHO-NUT-13000,2023-07-17,2029-01-11,Standard Class,121671,United States,Springfield,Missouri,65807,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,27.92,8,19.92,8.0,2005,37.166,-93.32483,Lot's O' Nuts,32.881893,-111.768036,1742.4265507440664,0.016023630946209674,0.011432332680820083,2023-07
5235,US-2023-121671-CHO-NUT-13000,2023-07-17,2029-01-11,Standard Class,121671,United States,Springfield,Missouri,65807,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,2005,37.166,-93.32483,Lot's O' Nuts,32.881893,-111.768036,1742.4265507440664,0.002002953868276209,0.0014290415851025103,2023-07
5237,US-2023-121671-CHO-FUD-51000,2023-07-17,2029-01-11,Standard Class,121671,United States,Springfield,Missouri,65807,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,2005,37.166,-93.32483,Lot's O' Nuts,32.881893,-111.768036,1742.4265507440664,0.006198252658275948,0.0041321684388506315,2023-07
5462,US-2023-114601-CHO-SCR-58000,2023-08-26,2029-02-22,Standard Class,114601,United States,Detroit,Michigan,48234,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,2007,42.4312,-83.03952,Lot's O' Nuts,32.881893,-111.768036,2726.0574477192636,0.005282353830088084,0.003668301270894503,2023-08
5464,US-2023-114601-CHO-SCR-58000,2023-08-26,2029-02-22,Standard Class,114601,United States,Detroit,Michigan,48234,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,2007,42.4312,-83.03952,Lot's O' Nuts,32.881893,-111.768036,2726.0574477192636,0.003961765372566064,0.0027512259531708772,2023-08
5469,US-2023-114601-CHO-TRI-54000,2023-08-26,2029-02-22,Standard Class,114601,United States,Detroit,Michigan,48234,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,2007,42.4312,-83.03952,Wicked Choccy's,32.076176,-81.088371,1164.2081529140269,0.00644214694874573,0.00420886933984721,2023-08
5475,US-2023-114601-CHO-NUT-13000,2023-08-26,2029-02-22,Standard Class,114601,United States,Detroit,Michigan,48234,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,2007,42.4312,-83.03952,Lot's O' Nuts,32.881893,-111.768036,2726.0574477192636,0.003840711430626545,0.002740221049358194,2023-08
5477,US-2023-114601-CHO-SCR-58000,2023-08-26,2029-02-22,Standard Class,114601,United States,Detroit,Michigan,48234,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,2007,42.4312,-83.03952,Lot's O' Nuts,32.881893,-111.768036,2726.0574477192636,0.003961765372566064,0.0027512259531708772,2023-08
7419,US-2024-114412-CHO-TRI-54000,2024-04-15,2029-10-11,Standard Class,114412,United States,Concord,North Carolina,28027,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,2005,35.40879,-80.67524,Wicked Choccy's,32.076176,-81.088371,372.53213053679684,0.03019873744524912,0.019729841797562757,2024-04
659,US-2021-154963-CHO-FUD-51000,2021-06-22,2026-12-18,Standard Class,154963,United States,Chester,Pennsylvania,19013,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,2005,39.84529,-75.37474,Lot's O' Nuts,32.881893,-111.768036,3325.0779524657337,0.0054134069207766936,0.0036089379471844624,2021-06
660,US-2021-154963-CHO-TRI-54000,2021-06-22,2026-12-18,Standard Class,154963,United States,Chester,Pennsylvania,19013,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,2005,39.84529,-75.37474,Wicked Choccy's,32.076176,-81.088371,1004.8015915300585,0.011196240227753916,0.007314876948799225,2021-06
665,US-2021-154963-CHO-MIL-31000,2021-06-22,2026-12-18,Standard Class,154963,United States,Chester,Pennsylvania,19013,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,2005,39.84529,-75.37474,Wicked Choccy's,32.076176,-81.088371,1004.8015915300585,0.009703408197386727,0.006299751168149537,2021-06
1760,US-2021-143210-CHO-FUD-51000,2021-12-01,2027-05-26,First Class,143210,United States,Lowell,Massachusetts,01852,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,2002,,,Lot's O' Nuts,32.881893,-111.768036,,,,2021-12
1761,US-2021-143210-CHO-MIL-31000,2021-12-01,2027-05-26,First Class,143210,United States,Lowell,Massachusetts,01852,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,2002,,,Wicked Choccy's,32.076176,-81.088371,,,,2021-12
1766,US-2021-143210-CHO-FUD-51000,2021-12-01,2027-05-26,First Class,143210,United States,Lowell,Massachusetts,01852,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,2002,,,Lot's O' Nuts,32.881893,-111.768036,,,,2021-12
3701,US-2022-110863-CHO-FUD-51000,2022-11-17,2028-05-16,Standard Class,110863,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,2007,35.58049,-97.57248,Lot's O' Nuts,32.881893,-111.768036,1337.7805838518161,0.01345512127868783,0.008970080852458553,2022-11
3704,US-2022-110863-CHO-FUD-51000,2022-11-17,2028-05-16,Standard Class,110863,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,2007,35.58049,-97.57248,Lot's O' Nuts,32.881893,-111.768036,1337.7805838518161,0.008073072767212698,0.005382048511475133,2022-11
3708,US-2022-110863-CHO-FUD-51000,2022-11-17,2028-05-16,Standard Class,110863,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,2007,35.58049,-97.57248,Lot's O' Nuts,32.881893,-111.768036,1337.7805838518161,0.010764097022950265,0.007176064681966843,2022-11
5147,US-2023-147137-CHO-FUD-51000,2023-07-04,2028-12-26,First Class,147137,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,2002,37.79334,-122.42138,Lot's O' Nuts,32.881893,-111.768036,1108.9372085145383,0.016231757634060862,0.010821171756040575,2023-07
5148,US-2023-147137-CHO-MIL-31000,2023-07-04,2028-12-26,First Class,147137,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,2002,37.79334,-122.42138,Wicked Choccy's,32.076176,-81.088371,3789.9389544828923,0.0042876680060450175,0.002783685997770765,2023-07
5150,US-2023-147137-CHO-FUD-51000,2023-07-04,2028-12-26,First Class,147137,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,2002,37.79334,-122.42138,Lot's O' Nuts,32.881893,-111.768036,1108.9372085145383,0.006492703053624345,0.0043284687024162305,2023-07
5151,US-2023-147137-CHO-NUT-13000,2023-07-04,2028-12-26,First Class,147137,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,2002,37.79334,-122.42138,Lot's O' Nuts,32.881893,-111.768036,1108.9372085145383,0.012588629809527204,0.008981572557513678,2023-07
5575,US-2023-131205-CHO-TRI-54000,2023-09-04,2029-02-28,Standard Class,131205,United States,Georgetown,Kentucky,40324,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,2004,38.24786,-84.54956,Wicked Choccy's,32.076176,-81.088371,754.7860219013164,0.014904886515599606,0.009737859190191742,2023-09
5581,US-2023-131205-CHO-SCR-58000,2023-09-04,2029-02-28,Standard Class,131205,United States,Georgetown,Kentucky,40324,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,2004,38.24786,-84.54956,Lot's O' Nuts,32.881893,-111.768036,2523.2986971948844,0.004280111590437632,0.0029722997155816884,2023-09
5582,US-2023-131205-CHO-MIL-31000,2023-09-04,2029-02-28,Standard Class,131205,United States,Georgetown,Kentucky,40324,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,2004,38.24786,-84.54956,Wicked Choccy's,32.076176,-81.088371,754.7860219013164,0.025835136627039318,0.016772965625554758,2023-09
5588,US-2023-131205-CHO-TRI-54000,2023-09-04,2029-02-28,Standard Class,131205,United States,Georgetown,Kentucky,40324,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,2004,38.24786,-84.54956,Wicked Choccy's,32.076176,-81.088371,754.7860219013164,0.019873182020799476,0.012983812253588991,2023-09
9332,US-2024-157196-CHO-NUT-13000,2024-11-05,2030-05-02,Standard Class,157196,United States,San Diego,California,92105,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,2004,32.73756,-117.09193,Lot's O' Nuts,32.881893,-111.768036,497.7585005669607,0.014022864485588066,0.010004851739001227,2024-11
120,US-2021-152905-CHO-FUD-51000,2021-02-18,2026-08-17,Standard Class,152905,United States,Arlington,Texas,76017,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,2006,32.66223,-97.16237,Lot's O' Nuts,32.881893,-111.768036,1364.7014665075724,0.005275879140384913,0.003517252760256608,2021-02
162,US-2021-156587-CHO-NUT-13000,2021-03-07,2026-08-29,First Class,156587,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,2001,47.6732,-122.34258,Lot's O' Nuts,32.881893,-111.768036,1869.417408775566,0.0018668917832994217,0.0013319657708927106,2021-03
165,US-2021-156587-CHO-FUD-51000,2021-03-07,2026-08-29,First Class,156587,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,2001,47.6732,-122.34258,Lot's O' Nuts,32.881893,-111.768036,1869.417408775566,0.005777200933992479,0.0038514672893283195,2021-03
168,US-2021-156587-CHO-FUD-51000,2021-03-07,2026-08-29,First Class,156587,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,2001,47.6732,-122.34258,Lot's O' Nuts,32.881893,-111.768036,1869.417408775566,0.005777200933992479,0.0038514672893283195,2021-03
6176,US-2023-140935-CHO-MIL-31000,2023-11-10,2029-05-04,First Class,140935,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,2002,35.58049,-97.57248,Wicked Choccy's,32.076176,-81.088371,1569.5904969924636,0.004141207539453655,0.0026885993563837574,2023-11
6209,US-2023-140935-CHO-NUT-13000,2023-11-10,2029-05-04,First Class,140935,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,2002,35.58049,-97.57248,Lot's O' Nuts,32.881893,-111.768036,1337.7805838518161,0.005217597029180059,0.0037225835537703,2023-11
3230,US-2022-150511-CHO-MIL-31000,2022-09-18,2028-03-16,Standard Class,150511,United States,Des Moines,Washington,98198,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,2006,47.39469,-122.31111,Wicked Choccy's,32.076176,-81.088371,3856.64685045628,0.0016854019183091616,0.0010942147838868708,2022-09
4434,US-2023-108637-CHO-MIL-31000,2023-03-13,2028-09-07,Standard Class,108637,United States,Waynesboro,Virginia,22980,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,2005,38.09588,-78.88585,Wicked Choccy's,32.076176,-81.088371,698.6508833219664,0.009303645290039,0.0060402127883022435,2023-03
4437,US-2023-108637-CHO-TRI-54000,2023-03-13,2028-09-07,Standard Class,108637,United States,Waynesboro,Virginia,22980,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,2005,38.09588,-78.88585,Wicked Choccy's,32.076176,-81.088371,698.6508833219664,0.010734975334660385,0.007013517218644786,2023-03
4442,US-2023-108637-CHO-SCR-58000,2023-03-13,2028-09-07,Standard Class,108637,United States,Waynesboro,Virginia,22980,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,2005,38.09588,-78.88585,Lot's O' Nuts,32.881893,-111.768036,3016.6531859702336,0.0047735019945186665,0.003314931940637963,2023-03
5504,US-2023-161207-CHO-NUT-13000,2023-08-29,2029-02-23,Standard Class,161207,United States,Concord,New Hampshire,03301,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,2005,,,Lot's O' Nuts,32.881893,-111.768036,,,,2023-08
5520,US-2023-129714-CHO-SCR-58000,2023-09-01,2029-02-23,First Class,129714,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,2002,40.72639,-73.97865,Lot's O' Nuts,32.881893,-111.768036,3447.07945993527,0.0010443623484291836,0.0007252516308535996,2023-09
5522,US-2023-129714-CHO-FUD-51000,2023-09-01,2029-02-23,First Class,129714,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,2002,40.72639,-73.97865,Lot's O' Nuts,32.881893,-111.768036,3447.07945993527,0.004177449393716734,0.0027849662624778227,2023-09
5526,US-2023-129714-CHO-NUT-13000,2023-09-01,2029-02-23,First Class,129714,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,2002,40.72639,-73.97865,Lot's O' Nuts,32.881893,-111.768036,3447.07945993527,0.0020249025533432504,0.0014447012486603706,2023-09
5527,US-2023-129714-CHO-NUT-13000,2023-09-01,2029-02-23,First Class,129714,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,2002,40.72639,-73.97865,Lot's O' Nuts,32.881893,-111.768036,3447.07945993527,0.004049805106686501,0.002889402497320741,2023-09
5530,US-2023-129714-CHO-TRI-54000,2023-09-01,2029-02-23,First Class,129714,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,2002,40.72639,-73.97865,Wicked Choccy's,32.076176,-81.088371,1152.326314119134,0.0032542865280886955,0.002126133865017948,2023-09
7588,US-2024-159688-CHO-SCR-58000,2024-05-07,2029-11-02,Standard Class,159688,United States,Los Angeles,California,90004,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,2005,34.07624,-118.31101,Lot's O' Nuts,32.881893,-111.768036,621.0758067834862,0.005796393871215466,0.004025273521677406,2024-05
8735,US-2024-134173-CHO-NUT-13000,2024-09-16,2030-03-14,Standard Class,134173,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,2005,39.94315,-75.22664,Lot's O' Nuts,32.881893,-111.768036,3338.067762232574,0.00418206010014106,0.0029837620771780054,2024-09
9329,US-2024-118213-OTH-GUM-21000,2024-11-05,2030-04-30,First Class,118213,United States,Greenwood,Indiana,46142,Other,Interior,OTH-GUM-21000,Wonka Gum,3.75,3,1.95,1.8,2002,39.62029,-86.1764,Secret Factory,41.446333,-90.565487,422.7877435719066,0.008869698937623554,0.004612243447564248,2024-11
